Title,Partner,Subject,Description,Rating,Level,Duration,Skills,URL
Private Equity and Venture Capital,Università Bocconi,Finance,Instructor: Stefano Caselli,4.8,,Flexible schedule,"['Investments', 'Entrepreneurship', 'Business Valuation', 'Private Equity', 'Tax Laws', 'Capital Markets', 'Legal Risk', 'Cash Flows', 'Entrepreneurial Finance', 'Financial Management', 'Due Diligence', 'Mergers & Acquisitions']",https://www.coursera.org/learn/private-equity
Generative AI for Mobile App Developers Specialization,IBM,Mobile and Web Development,Fast-track your career with job-ready GenAI skills. Master GenAI-powered mobile app development and build the practical experience employers are looking for in just 3 months.,4.8,Advanced level,1 month,"['Machine Learning Methods', 'Application Security', 'Large Language Modeling', 'ChatGPT', 'OpenAI', 'Cloud Applications', 'IBM Cloud', 'Software Development', 'Natural Language Processing', 'Prompt Engineering']",https://www.coursera.org/specializations/generative-ai-for-mobile-app-developers
AI for Medicine Specialization,DeepLearning.AI,Machine Learning,"Instructors: Amirhossein Kiani
+3 more",4.7,Intermediate level,2 months,"['Risk Modeling', 'Machine Learning', 'Machine Learning Methods', 'Precision Medicine', 'Applied Machine Learning', 'Random Forest Algorithm', 'Patient Treatment', 'Image Analysis', 'Decision Tree Learning']",https://www.coursera.org/specializations/ai-for-medicine
Fundamentals of Quantitative Modeling,University of Pennsylvania,Business Essentials,"This course is part of multiple programs.
Learn more",4.6,,7 hours to complete,"['Predictive Analytics', 'Business Mathematics', 'Regression Analysis', 'Probability', 'Probability Distribution', 'Statistical Modeling', 'Business Modeling', 'Forecasting', 'Statistics', 'Process Optimization']",https://www.coursera.org/learn/wharton-quantitative-modeling
Neural Networks and Deep Learning,DeepLearning.AI,Machine Learning,This course is part of Deep Learning Specialization,4.9,Intermediate level,Flexible schedule,"['Supervised Learning', 'Python Programming', 'Machine Learning', 'Artificial Intelligence', 'Performance Tuning', 'Calculus', 'Deep Learning', 'Artificial Neural Networks', 'Linear Algebra']",https://www.coursera.org/learn/neural-networks-deep-learning
Project Initiation: Starting a Successful Project,Google,Leadership and Management,This course is part of Google Project Management: Professional Certificate,4.8,Beginner level,Flexible schedule,"['Stakeholder Management', 'Strategic Thinking', 'Resource Management', 'Accountability', 'Goal Setting', 'Cost Benefit Analysis', 'Business Writing', 'Project Management Software', 'Project Management']",https://www.coursera.org/learn/project-initiation-google
Understanding the Brain: The Neurobiology of Everyday Life,The University of Chicago,Basic Science,Instructor: Peggy Mason,4.9,Beginner level,Flexible schedule,"['Anatomy', 'Neurology', 'Blood Pressure', 'Behavioral Health', 'Human Development', 'Mental and Behavioral Health', 'Mental Health Diseases and Disorders', 'Respiration', 'Biology', 'Psychology', 'Vital Signs']",https://www.coursera.org/learn/neurobiology
Microsoft Project Management Professional Certificate,Microsoft,Business Strategy,Launch your career as a project manager. Build job-ready skills and prepare for the Project Management Professional (PMP) certification exam. No prior experience required.,4.7,Beginner level,4 months,"['Project Management', 'Virtual Teams', 'Performance Measurement', 'Project Schedules', 'Project Management Life Cycle', 'Team Management', 'Excel Formulas', 'Planning', 'Procurement', 'Kanban Principles']",https://www.coursera.org/professional-certificates/microsoft-project-management
Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,Yale University,Business Essentials,Instructor: Barry Nalebuff,4.8,,33 hours to complete,"['Relationship Building', 'Communication', 'Persuasive Communication', 'Mediation', 'Strategic Decision-Making', 'Conflict Management', 'Collaboration', 'Game Theory', 'Contract Negotiation', 'Influencing', 'Negotiation']",https://www.coursera.org/learn/negotiation
Project Execution: Running the Project,Google,Leadership and Management,This course is part of Google Project Management: Professional Certificate,4.8,Beginner level,Flexible schedule,"['Strategic Thinking', 'Team Management', 'Project Controls', 'Continuous Improvement Process', 'Quality Management', 'Project Documentation', 'Stakeholder Communications', 'Project Management Life Cycle']",https://www.coursera.org/learn/project-execution-google
Attract and Engage Customers with Digital Marketing,Google,Marketing,This course is part of Google Digital Marketing & E-commerce Professional Certificate,4.8,Beginner level,Flexible schedule,"['Digital Advertising', 'Advertising Campaigns', 'Google Analytics', 'Online Advertising', 'Keyword Research', 'Google Ads', 'Search Engine Optimization', 'Digital Marketing', 'Marketing Strategies', 'Marketing']",https://www.coursera.org/learn/attract-and-engage-customers
IBM Data Analytics with Excel and R Professional Certificate,IBM,Data Analysis,Prepare for a career in data analytics. Gain the in-demand skills and hands-on experience to get job-ready in less than 3 months. No prior experience required.,4.7,Beginner level,Flexible schedule,"['IBM Cognos Analytics', 'Database Design', 'Data Visualization Software', 'Data Wrangling', 'Dashboard', 'Big Data', 'Exploratory Data Analysis', 'Excel Formulas', 'Microsoft Excel', 'Data Mining', 'Data Manipulation']",https://www.coursera.org/professional-certificates/ibm-data-analyst-r-excel
Speed Up Data Analysis and Presentation Building,Google,Machine Learning,This course is part of Google Prompting Essentials Specialization,4.8,Beginner level,Flexible schedule,"['Prompt Engineering', 'Data Analysis', 'Data Presentation', 'Graphing', 'Oral Expression', 'Data Visualization', 'Data Storytelling']",https://www.coursera.org/learn/google-speed-up-data-analysis-and-presentation-building
Google Cybersecurity Professional Certificate,Google,Computer Security and Networks,"Get on the fast track to a career in cybersecurity. In this certificate program, you'll learn in-demand skills, and get AI training from Google experts. Learn at your own pace, no degree or experience required.",4.8,Beginner level,Flexible schedule,"['Interviewing Skills', 'Threat Management', 'Cybersecurity', 'Intrusion Detection and Prevention', 'Computer Security Incident Management', 'Linux', 'Debugging', 'SQL', 'Incident Response', 'Hardening']",https://www.coursera.org/professional-certificates/google-cybersecurity
Microsoft Full-Stack Developer Professional Certificate,Microsoft,Mobile and Web Development,Launch your Career in Full-Stack Development. Start your journey as a full-stack developer. Develop job-ready AI-powered skills and earn a certificate from Microsoft. No experience required.,4.6,Beginner level,9 months,"['HTML and CSS', 'Authentications', 'Full-Stack Web Development', 'Continuous Integration', 'GitHub', 'Graph Theory', 'Application Deployment', 'Role-Based Access Control (RBAC)', 'Debugging', 'SQL', 'CI/CD']",https://www.coursera.org/professional-certificates/microsoft-full-stack-developer
Introduction to Finance and Accounting Specialization,University of Pennsylvania,Finance,Learn the basics of finance and accounting. Build a foundation of core business skills in finance and accounting,4.4,Beginner level,1 month,"['Balance Sheet', 'Business Valuation', 'Working Capital', 'Capital Budgeting', 'Corporate Finance', 'Financial Statement Analysis', 'Accounting', 'Cash Flows', 'Financial Analysis', 'Financial Accounting']",https://www.coursera.org/specializations/finance-accounting
"Unsupervised Learning, Recommenders, Reinforcement Learning",DeepLearning.AI,Machine Learning,This course is part of Machine Learning Specialization,4.9,Beginner level,Flexible schedule,"['Statistical Machine Learning', 'Applied Machine Learning', 'Machine Learning Algorithms', 'Deep Learning', 'Anomaly Detection', 'Machine Learning Methods', 'Unsupervised Learning']",https://www.coursera.org/learn/unsupervised-learning-recommenders-reinforcement-learning
Programming for Everybody (Getting Started with Python),University of Michigan,Software Development,This course is part of Python for Everybody Specialization,4.8,Beginner level,Flexible schedule,"['Python Programming', 'Scripting', 'Scripting Languages', 'Computational Thinking', 'Programming Principles', 'Development Environment', 'Computer Programming']",https://www.coursera.org/learn/python
"Assets, Threats, and Vulnerabilities",Google,Computer Security and Networks,This course is part of Google Cybersecurity Professional Certificate,4.8,Beginner level,Flexible schedule,"['Risk Management Framework', 'Authentications', 'Threat Detection', 'Threat Modeling', 'Threat Management', 'NIST 800-53', 'Vulnerability Assessments', 'MITRE ATT&CK Framework', 'Cyber Threat Intelligence']",https://www.coursera.org/learn/assets-threats-and-vulnerabilities
Medical Billing and Coding Fundamentals Specialization,MedCerts,Health Informatics,"Gain the Medical Billing and Coding Fundamentals. Prepare for a career in the Medical Billing industry by gaining an understanding of the language of insurance, revenue cycles, and more.",4.8,Beginner level,1 month,"['Health Care Procedure and Regulation', 'Electronic Medical Record', 'Cultural Diversity', 'Payment Processing', 'Medical Billing and Coding', 'Health Information Management and Medical Records', 'Anatomy']",https://www.coursera.org/specializations/medical-billing-coding-fundamentals
Google Cloud Data Analytics Professional Certificate,Google Cloud,Cloud Computing,Launch your career in Cloud Data Analytics. Build in-demand skills and gain credentials to go from beginner to job-ready in 10 weeks or less. No degree or prior experience required.,4.5,Beginner level,Flexible schedule,"['Data Visualization Software', 'Dashboard', 'Cloud Computing', 'Data Cleansing', 'Cloud Storage', 'Cloud Infrastructure', 'Database Management', 'Data Governance', 'Google Cloud Platform', 'Data Transformation']",https://www.coursera.org/professional-certificates/google-cloud-data-analytics-certificate
Supervised Machine Learning: Regression and Classification,DeepLearning.AI,Machine Learning,This course is part of Machine Learning Specialization,4.9,Beginner level,Flexible schedule,"['Unsupervised Learning', 'Predictive Modeling', 'Scikit Learn (Machine Learning Library)', 'Python Programming', 'Feature Engineering', 'Machine Learning', 'Classification And Regression Tree (CART)']",https://www.coursera.org/learn/machine-learning
Stanford Introduction to Food and Health,Stanford University,Nutrition,"Instructor: Maya Adam, MD",4.7,Beginner level,Flexible schedule,"['Public Health and Disease Prevention', 'Nutrition and Diet', 'Chronic Diseases', 'Cooking', 'Health Informatics', 'Food and Beverage', 'Clinical Nutrition', 'Behavioral Health', 'Preventative Care']",https://www.coursera.org/learn/food-and-health
Tools of the Trade: Linux and SQL,Google,Computer Security and Networks,This course is part of Google Cybersecurity Professional Certificate,4.8,Beginner level,Flexible schedule,"['File Systems', 'Relational Databases', 'Unix', 'Authentications', 'User Accounts', 'Command-Line Interface', 'SQL', 'Operating Systems', 'Database Management', 'Linux', 'Authorization (Computing)', 'Linux Commands']",https://www.coursera.org/learn/linux-and-sql
